"_id",guid,title,year,month,day,date,fulltext,iso3c,country
645ca8039e7dd258fa7fd19b,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——完善对外经济立法，实现商业活动规范化；,RUS,61
645ca8039e7dd258fa7fd19c,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,"——采取措施更积极地发展中俄两国地区之间的合作。


　　（三）在军事政治领域",RUS,61
645ca8039e7dd258fa7fd19d,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——始终遵循互不将战略核武器瞄准对方和互不使用武力，特别是互不首先使用核武器的义务；,RUS,61
645ca8039e7dd258fa7fd19e,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——继续和扩大不针对第三国的交流与合作，这种交流与合作是根据各方的有关政策及其国际义务，以及地区和全球稳定与安全的利益进行的；,RUS,61
645ca8039e7dd258fa7fd19f,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,"——努力加速制定边境地区相互裁减军事力量和加强军事领域信任的协定，在协定基础上，把边境地区的军事力量减少到同两国长期睦邻友好关系相适应的最低水平，使保留在边境地区的军队只具有防御性。


　　（四）在国际关系方面",RUS,61
645ca8039e7dd258fa7fd1a0,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——互相视对方为在多极世界体系正在形成条件下维护和平与稳定的重要因素的大国，加强在国际事务中的相互合作，包括在解决全球性问题上的合作；,RUS,61
645ca8039e7dd258fa7fd1a1,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——相互进行磋商与合作，为建立稳定、公正与合理的国际政治经济新秩序作出贡献，认为该秩序应建立在相互尊重主权和领土完整、互不侵犯、互不干涉内政、平等互利和和平共处的原则基础上并规定：,RUS,61
645ca8039e7dd258fa7fd1a2,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——承认世界的多样性和各国之间的差异；,RUS,61
645ca8039e7dd258fa7fd1a3,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——平等合作，不受歧视地参与国际事务，不允许进行扩张，反对霸权主义和强权政治；反对建立对立的政治、军事、经济集团；,RUS,61
645ca8039e7dd258fa7fd1a4,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——根据国际法准则，本着互谅互让的精神，通过和平谈判、对话协商解决争议问题，不诉诸武力，不以武力相威胁；,RUS,61
645ca8039e7dd258fa7fd1a5,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——加强合作，以防止大规模杀伤性武器及其运载工具的扩散的威胁，积极推动全面禁止核试验的谈判，以尽快签订有关条约，支持《不扩散核武器条约》的延期和使尚未加入的所有国家加入这一条约；,RUS,61
645ca8039e7dd258fa7fd1a6,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——通过对话和磋商，促进加强亚太地区各国的相互信任与合作，以利于巩固和平、安全与稳定、经济持续发展；,RUS,61
645ca8039e7dd258fa7fd1a7,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,——相互促进中国和俄罗斯积极参与多边经济合作，其中包括在亚太地区；,RUS,61
645ca8039e7dd258fa7fd1a8,8470ea9b-2355-4a55-847a-b2337e8567b5,中俄联合声明,1994,9,3,1994-09-03,"——中俄作为安理会常任理事国，将继续支持联合国，同其他国家一起促进增强其在维护世界和平和安全、促进发展、防止和调解冲突方面的作用。


　　中华人民共和国主席　 　　　俄罗斯联邦总统


　　江泽民　　　　　　　　　　 叶利钦


　　１９９４年９月３日",RUS,61
645ca8039e7dd258fa7fd1a9,61def5a9-0652-4844-b5e8-a50467ae8fbc,中俄联合声明,1996,4,25,1996-04-25,"一、关于双边关系　　中华人民共和国和俄罗斯联邦（以下简称?双方?）宣布决心发展平等信任的、面向２１世纪的战略协作伙伴关系。


　　双方重申恪守１９９２年１２月１８日签署的《关于中华人民共和国和俄罗斯联邦相互关系基础的联合声明》和１９９４年９月３日签署的《中俄联合声明》所阐述的各项原则。


　　双方同意保持各个级别、各种渠道的经常对话，认为两国领导人之间的高级、最高级接触和协调具有特别重要的意义，并决定为此在北京和莫斯科建立中俄政府间的热线电话联系。


　　双方表示，严格遵守１９９１年５月１６日签署的《中苏国界东段协定》和１９９４年９月３日签署的《中俄国界西段协定》。双方同意继续谈判，以公正合理地解决尚未一致的边界遗留问题。双方决心尽快完成上述两协定规定的勘界立标工作，并平行地就在勘界后划归对方的个别边境地段进行共同经济利用的问题举行谈判。


　　双方认为，两国边境和地区之间的往来与合作是中俄睦邻友好、互利合作关系的重要组成部分。双方愿意进一步共同努力，使这种往来与合作获得国家的支持并继续朝着健康有序的方向发展。


　　双方愿意就各自国家的社会经济发展情况经常交流经验和信息。


　　中华人民共和国支持俄罗斯联邦为维护国家统一所采取的措施和行动，并认为车臣问题是俄罗斯的内部事务。


　　俄罗斯联邦重申，中华人民共和国政府是代表全中国的唯一合法政府，台湾是中国领土不可分割的一部分，俄罗斯不同台湾建立官方关系和进行官方往来。俄罗斯始终承认西藏是中国不可分割的组成部分。


　　双方对１９９４年出现的两国贸易额减少的情况得以克服并正在逐步增加表示满意，并将采取有力措施，利用两国地缘相近和经济互补的独特优势，进一步扩大和发展双边经贸合作。


　　随着两国经济体制和外贸体制改革的深入，双方将在平等互利、符合国际贸易惯例的基础上进一步发展以现汇贸易为主、多种形式并举的贸易和经济技术合作。两国政府将为经贸合作的主体，首先是信誉良好和经济实力强的大、中型企业和公司，开展相互合作创造有利的条件，提供必要的支持。


　　双方将注重生产和科技领域重大项目的合作，认为这是提高双边合作的水平和档次的重要途径之一。双方认为，能源、机器制造、航空、航天、农业、交通、高科技应成为重大项目合作的优先领域。双方将根据自己的潜力，在开发保障各个领域科技进步中有所突破的新技术方面相互协作，以利于两国人民并造福于国际社会。


　　双方重申，恪守１９９４年９月３日中华人民共和国主席和俄罗斯联邦总统关于不将本国战略核武器瞄准对方和互不首先使用核武器的联合声明。


　　双方认为，签署在边境地区加强军事领域信任的协定具有重大意义，决心采取切实有效的措施落实该协定，把两国边界建设成为一条睦邻友好、和平安宁的边界。双方表示，将继续努力尽快制定在边境地区相互裁减军事力量的协定。裁减后保留的部队将只具有防御性质。


　　双方表示愿意进一步发展两国军队之间在各个级别上的友好交往，在平等、互利的基础上并考虑两国承担的国际义务进一步加强军技合作。双方表示，中俄发展军事关系和进行军事技术合作不针对任何第三国或国家集团，重申愿意保持军事技术合作应有的透明度并向联合国常规武器转让登记制度提供有关信息。


　　为加深两国面向２１世纪的睦邻友好的基础，双方商定将建立由两国社会各界代表组成的?中俄友好、和平与发展委员会?。",RUS,61
645ca8039e7dd258fa7fd1aa,61def5a9-0652-4844-b5e8-a50467ae8fbc,中俄联合声明,1996,4,25,1996-04-25,"二、关于国际和平与发展　　双方认为，当今世界处于深刻而复杂的变化之中。世界多极化趋势在发展。谋求和平、稳定、合作与发展已成为当今国际生活的主流。但是，世界并不太平。霸权主义、屡施压力和强权政治仍然存在，集团政治有新的表现，世界的和平与发展仍面临严重挑战。


　　曾为最终战胜法西斯黑暗势力作出巨大贡献并付出重大民族牺牲的中国和俄罗斯，呼吁各国吸取历史教训，永远牢记战争给人类带来的浩劫，珍惜来之不易的和平。中俄两国愿同世界各国一道，通过共同努力，为当代人和子孙后代谋求持久、稳定的和平。


　　双方呼吁所有爱好和平的国家和人民密切合作，共同致力于在相互尊重主权和领土完整、互不侵犯、互不干涉内政、平等互利、和平共处各项原则和其他公认的国际关系准则基础上，建立公正合理的国际政治、经济新秩序，促进地区和全球的和平、稳定、发展与繁荣。


　　双方同意，在立场相近或一致的领域进一步加强合作，在立场不同的方面寻找相互谅解的途径。双方重申，相互尊重和平等是保持和发展正常、健康的国家关系的重要原则。国家不分大小，不分其是发达国家和发展中国家，还是转型经济国家，都是国际社会的平等成员。每个国家的人民都有权从自己的具体国情出发，在没有外国干涉的情况下，独立自主地选择社会制度、发展道路和模式。


　　双方表示，将就战略稳定问题积极对话，以具体行动促进并加快裁减军备和裁军进程，首先是核裁军进程。双方对无限期延长核不扩散条约表示欢迎，愿在加强核不扩散条约制度方面进行积极合作，并呼吁尚不是该条约成员国的国家加入该条约。双方将进行努力并与其他国家相互协作，以尽早缔结全面禁止核试验条约，重视化学武器公约尽快生效，并呼吁尽快在进一步提高禁止生物武器公约的效能问题上取得进展；双方愿在有效、负责地监督常规武器转让，特别是在向冲突地区转让方面加强双边与多边的合作。


　　双方同意，在提高联合国的效率和行动能力方面加强合作。双方指出，联合国对维护国际和平与安全做出了贡献。双方认为，联合国是为和平、发展、安全进行合作的独特的机制，肩负迎接２１世纪全球性挑战的使命；为适应业已变化的国际形势，提高工作效率，联合国及其机构应进行适当的改革，以更好地履行联合国宪章所赋予的职责；联合国的工作及其决策过程应更好地体现联合国全体成员国的共同愿望和集体意志。


　　双方主张，应进一步提高联合国维持和平行动效率，并愿为此进行合作。双方认为，维和行动必须在联合国宪章的基础上，严格遵循当事各方同意、公正、中立、不干涉内政和除自卫之外不使用武力等重要原则。在实施维持和平行动方面不应有?双重标准?，在任何情况下均不应导致冲突的扩大和加剧；对实行制裁的问题必须十分谨慎，并对国际实践中实施制裁所造成的消极后果表示关切。


　　双方认为，应在保持联合国安理会对维护世界和平与安全负主要责任的情况下，按照联合国宪章第八章，促进联合国和地区性组织之间在防止与和平调解争端和冲突方面进行合作而做出的努力；促进从事经济和社会的发展、人道主义援助等问题的非政府组织同联合国及其在上述领域的专门机构的工作中进行更具建设性和健康的协调。


　　双方主张在公正、平等、互利合作和在国际贸易中不采取歧视作法的基础上建立国际经济新秩序。联合国经济社会发展机构的改革，应有助于联合国加强在发展领域的作用，更好地适应新形势下国际社会，特别是广大发展中国家的需要。双方认为，联合国根据联大决议制订《发展纲领》是必要的，希望《发展纲领》的商定和通过将有助于促进国际社会达到可持续发展的目的，有助于促进发展中国家的经济增长和社会发展，有助于推动国际合作和全球发展。


　　双方表示，应同任何形式的恐怖活动和有组织的跨国犯罪作坚决的斗争，并将在双边及多边基础上经常交流经验，加强合作。


　　双方商定，在保障航运安全和与海盗行径、走私、非法贩毒做斗争方面加强协调与合作，在海洋学、气象学、地震学、减灾和进行海上救援工作领域相互协作。


　　双方认为，环境保护已成为一个全球性的重要问题，并且决心为此加强双边和多边的合作。",RUS,61
645ca8039e7dd258fa7fd1ab,61def5a9-0652-4844-b5e8-a50467ae8fbc,中俄联合声明,1996,4,25,1996-04-25,"三、关于亚太安全与合作　　双方认为，冷战后亚太地区政治相对稳定，经济快速增长，在未来世纪将起重要作用。中俄两国愿为亚太地区的和平、稳定与发展继续作出自己的努力。


　　双方主张，亚太各国要从本地区多样化的实际出发，遵循协商一致和循序渐进的原则，进行双边和区域性多形式、多层次、多渠道的安全对话，以加强亚太地区的安全与合作。中俄两国愿致力于发展亚太地区在双边和多边基础上的对话与合作。双方一致认为，中国同俄罗斯、哈萨克斯坦、吉尔吉斯斯坦和塔吉克斯坦四国关于在边境地区加强军事领域信任的协定，中俄两国政府关于预防危险军事活动的协定以及东盟地区论坛等都具有重要意义。


　　双方认为稳定的社会经济发展是保证地区安全和稳定的重要因素。


　　双方主张不断加强各国人民之间的友好往来，以增进相互了解和信任，反对煽动国家间、民族间和宗教间的矛盾。


　　双方愿相互促进参与亚太多边经济合作。中国方面重申支持俄罗斯申请加入亚太经济合作组织。双方愿继续致力于加强东北亚的安全、稳定与经济合作，并愿为此目的相互间和与所有有关国家进行协调与磋商。


　　　　　　　　　中华人民共和国主席　　　　　　　　　　俄罗斯联邦总统


 　　　　　　　　　   江 泽 民　　　　　　　　　　　　　　鲍·尼·叶利钦


　　　　　　　　　　 （签　字）　　　　　　　　　　　　　　（签　字）


　　　　　　　　　　　　　　　　　　　　　　    一九九六年四月二十五日于北京",RUS,61
645ca8039e7dd258fa7fd1ac,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方认为，当今世界处于深刻的变动之中，正在从原有的两极体制向多极化过渡。国际局势总体走向缓和，但仍然存在许多紧张根源。和平与发展仍然是人类社会面临的两大首要目标。,FRA,83
645ca8039e7dd258fa7fd1ad,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方指出，两国作为联合国安理会常任理事国，对国际事务负有特殊责任，不断发展的中国和联合的欧洲将在新的多极格局中发挥重要作用。深化中法、亚欧关系将对整个国际局势产生积极影响。,FRA,83
645ca8039e7dd258fa7fd1ae,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将在各自地区发挥积极影响，进一步推动亚欧合作。,FRA,83
645ca8039e7dd258fa7fd1af,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方强调，两国都珍视自己的民族独立，奉行独立自主的外交政策。世界各国和各国人民之间应在相互尊重、平等互利、求同存异的基础上发展合作，和睦相处，增进信任，和平解决争端。,FRA,83
645ca8039e7dd258fa7fd1b0,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方重视联合国在维护国际安全与和平方面发挥的重要作用，支持在保证效率和成员国公平代表性的情况下，并考虑到国际关系中所发生的变化，对安理会进行有限扩大。联合国宪章中有关常任理事国地位的规定应得到尊重。,FRA,83
645ca8039e7dd258fa7fd1b1,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方认为在裁军道路上取得进展是可能的。两国决心为使《全面禁止核试验条约》早日生效而努力；呼吁关于“禁止生产核武器或其他核爆炸装置用裂变材料公约”的谈判能够尽快开始；欢迎《禁止化学武器公约》开始生效；希望在处理杀伤人员地雷问题方面取得进展，即通过裁谈会，在考虑各方正当安全关切的情况下，平衡地予以解决。,FRA,83
645ca8039e7dd258fa7fd1b2,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方强调应防止核武器以及化学、生物武器扩散，应进一步加强关于防止大规模杀伤性武器扩散国际制度的普遍性和有效性。中法双方十分重视对可能导致大规模杀伤性武器及其运载工具扩散的敏感物品出口进行严格监督，愿加强在这方面的合作。,FRA,83
645ca8039e7dd258fa7fd1b3,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方欢迎就加强国际原子能机构保障监督计划达成的一致，将尽快确定各自所能采取的措施，以对该计划的不扩散和效率目标作出贡献并符合各自根据《不扩散核武器条约》第一条所承担的义务。,FRA,83
645ca8039e7dd258fa7fd1b4,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方意识到环境问题是全球性问题，愿意在环境保护和合理利用自然资源方面开展长期的密切合作。双方将特别推动于环境无害型技术的转让，促进可持续发展。,FRA,83
645ca8039e7dd258fa7fd1b5,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将在反对贩毒、洗钱、非法移民和偷渡网，以及其它任何形式的有组织跨国犯罪方面开展合作。,FRA,83
645ca8039e7dd258fa7fd1b6,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方谴责各种形式的国际恐怖主义活动，并将在反对国际恐怖主义活动方面加强合作。,FRA,83
645ca8039e7dd258fa7fd1b7,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方意识到经济全球化所带来的机遇和风险，认为发达国家向发展中国家提供发展援助是必不可少的；呼吁对最不发达国家－其中三分之二是撒哈拉以南的非洲国家－给予优先照顾，包括通过南北和南南合作的办法。,FRA,83
645ca8039e7dd258fa7fd1b8,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方重申重视建立一个有效、公平、开放的多边贸易体系，欢迎在中国加入世贸组织谈判中最新出现的势头，呼吁保持这一势头。双方坚决主张中国根据权利和义务对应的原则早日加入世贸组织 。,FRA,83
645ca8039e7dd258fa7fd1b9,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方认为，历史、文化、经济、哲学和社会等方面的差异，是丰富人类共同财富的源泉。本着这一精神，双方认为，为解决分歧，应进行建设性和认真的对话，而不应对抗。,FRA,83
645ca8039e7dd258fa7fd1ba,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方强调，促进和保护人权应遵守《联合国宪章》的宗旨和原则以及人权的普遍性，同时也要充分考虑各自的特殊性。,FRA,83
645ca8039e7dd258fa7fd1bb,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方希望中国与欧盟在平等和相互尊重的基础上就人权问题进行建设性对话，开展加强法制方面的交流和合作。只有加深相互了解和信任，才能缩小分歧。,FRA,83
645ca8039e7dd258fa7fd1bc,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方强调两国建交以来在各个领域的合作取得的成果，指出不断扩大和深化双方的友好互利合作是两国政府和人民的共同愿望。双方决心根据中法建交原则和一九九四年一月十二日中法联合公报，努力推动双方的伙伴关系不断发展。,FRA,83
645ca8039e7dd258fa7fd1bd,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方认为，保持两国领导人之间的密切接触和经常性联系，对于加深相互信任和了解，促进双边关系持续发展具有特别重要的意义。双方商定，每年至少安排一次双边高层会晤和至少两次外长会晤。,FRA,83
645ca8039e7dd258fa7fd1be,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方决定使外交部之间各个级别的磋商制度化：中方副外长和法方外交部秘书长之间每年进行磋商；两国常驻联合国代表团之间密切协商；两部高级官员保持定期磋商。,FRA,83
645ca8039e7dd258fa7fd1bf,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将共同努力增进亚欧在国家元首、政府首脑和外交部长、财政部长及经济部长级别上的对话。,FRA,83
645ca8039e7dd258fa7fd1c0,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将继续深化有关战略问题的对话。中法两国关于安全问题的协商同时应包括防务问题。中法将采取具体措施，互相通报各自的防务政策，加强两军间的交流。中方注意到，欧洲为全面承担起安全和防务责任所作出的努力，有利于促进国际和平与安全。法方认为，中方发展睦邻友好关系的努力，是维护世界和平与稳定的积极因素。,FRA,83
645ca8039e7dd258fa7fd1c1,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方鼓励两国议会、地方、团体和行业组织之间的交往与合作。,FRA,83
645ca8039e7dd258fa7fd1c2,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方认为由于两国经济的互补性，贸易发展潜力很大。双方将特别重视消除市场准入方面的障碍，重视改善经济环境，尤其是改善法律和税制方面的规定及知识产权的保护，鼓励在对方的投资，加强技术和工业合作，并重视两国的中小企业参与双边贸易。,FRA,83
645ca8039e7dd258fa7fd1c3,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方决定加强在航空和空间领域建立的工业和贸易伙伴关系。双方对中法航空业间长期合作以及中国民航总局和中国各航空公司之间与空中客车集团建立的关系感到高兴，并希望加强这些合作关系。双方对中法航空部门不久前达成的新的航空关系安排表示满意。双方同意进一步开展在卫星研制、发射服务及空间研究领域的合作。,FRA,83
645ca8039e7dd258fa7fd1c4,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方高度评价两国多年来在能源领域进行的合作，对在大亚湾和岭澳核电站工程建设中取得的经验表示满意。中方欢迎法方企业家继续参与中国的核电发展计划。中法企业家将在这方面共同进行可行性研究。同时，双方将继续加强在其它能源领域，特别是水电、洁净煤、天然气方面的互利合作。双方决定成立能源合作专家小组。,FRA,83
645ca8039e7dd258fa7fd1c5,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将加强在农业和食品加工业方面的交流，特别是在种子、葡萄种植和葡萄酒生产、奶制品、畜牧业、动物基因和灌溉方面的产品和设备交流，同时加强在农副产品标准化、产品原产地名称的保护及打击仿冒产品方面的合作。双方将为尽快完成在兽医和植物卫生问题上的商谈作出努力。双方还将进一步协调两国在重要国际农业组织内的立场。双方确认将在粮食领域继续进行技术合作，持续不断发展粮食贸易。,FRA,83
645ca8039e7dd258fa7fd1c6,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将支持能够加强两国在工业、特别是化工、石化、钢铁、冶金、汽车、建材、电子、电讯及信息网络方面合作的一切行动。双方愿意在铁路和城市交通领域进行合作。,FRA,83
645ca8039e7dd258fa7fd1c7,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将努力促进其企业在对两国经济发展具有日益重要影响的服务行业领域的活动，包括在金融服务领域。,FRA,83
645ca8039e7dd258fa7fd1c8,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方决定加强在职业继续培训方面的合作，以配合国有企业的改革。,FRA,83
645ca8039e7dd258fa7fd1c9,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将积极鼓励和支持两国政府机构、工业企业、团体间在环境保护和合理利用自然资源方面的交流与合作。,FRA,83
645ca8039e7dd258fa7fd1ca,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将加强在卫生和医学领域的合作，并注意发展在医药和医疗器械方面的交流。,FRA,83
645ca8039e7dd258fa7fd1cb,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将进一步积极开展文化、教育、科技交流，在多样性世界中促进各种文化的发展。,FRA,83
645ca8039e7dd258fa7fd1cc,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方愿意发展语言多样化的财富。双方将采取措施，在两国内加强教授对方语言，并在各自的教育体制及国际组织中增进双方的语言合作。,FRA,83
645ca8039e7dd258fa7fd1cd,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将加强法律和司法合作，并高度重视在人力资源培训和管理等行政方面的合作。,FRA,83
645ca8039e7dd258fa7fd1ce,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将扩大在视听领域的交流与合作，鼓励两国教育节目的制片者和电影专业工作者加强联系。,FRA,83
645ca8039e7dd258fa7fd1cf,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方将继续加强高水平的科学、技术交流，尤其是在高科技和基础科学领域的交流。,FRA,83
645ca8039e7dd258fa7fd1d0,1025a2a2-d682-4811-b02d-b3d4343c84e3,中法联合声明,1997,5,16,1997-05-16,双方决定把两国的技术合作扩展到城市规划、地区平衡发展和社会保障等领域，以迎接下个世纪的重大挑战。,FRA,83
645ca8039e7dd258fa7fdae0,426e2b60-031b-4c26-a384-abda24ae5ee2,中华人民共和国和乌兹别克斯坦共和国联合宣言（全文）,2014,8,20,2014-08-20,十六、双方相信，此次访问期间达成的共识和签署的文件有利于进一步深化两国战略伙伴关系，造福两国人民，有利于巩固中亚地区的和平、稳定和繁荣。 乌兹别克斯坦共和国总统伊斯拉姆·卡里莫夫感谢中华人民共和国主席习近平和中国人民对乌兹别克斯坦代表团的热情友好接待，并邀请习近平主席在双方方便的时候对乌兹别克斯坦进行访问。访问具体时间将通过外交途径商定。 中华人民共和国 乌兹别克斯坦共和国 习近平 伊·卡里莫夫 主席 总统 （签字） （签字） 二0一四年八月十九日于北京,UZB,76
645ca8039e7dd258fa7fd465,1fa5eb37-f068-49f6-b1a8-b5a373afb131,中华人民共和国与巴基斯坦伊斯兰共和国联合声明,2008,4,15,2008-04-15,十二、胡锦涛主席愉快地接受穆沙拉夫总统的邀请，表示愿在方便时再次访巴。,PAK,54
