_id,URL,title,date,content,Official media,author,media,account,Internet news license,Commercial media,chunk_id,original_id,chunk_size,topic,topic_probability
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,而大陆方面则为保障两岸渔民的正常作业提供诸多支持，包括设立台湾渔民接待设施等。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_14,66765f9ffb88ab4b048dd580,39,-1,0.6300776024654564
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,台方的查扣行为与大陆方面提供的渔业支援形成了鲜明对比。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_15,66765f9ffb88ab4b048dd580,27,1,0.9999999971712055
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,国台办则要求台方要尊重两岸渔民在台湾海峡传统渔区作业的历史事实，并确保大陆渔民的人身安全。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_16,66765f9ffb88ab4b048dd580,45,0,0.9999999970465371
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,本文通过分析金门海域翻船事件及其背后的两岸紧张关系，突显了台当局对该事件处理的不当态度及大陆方面的强烈反应。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_17,66765f9ffb88ab4b048dd580,54,2,0.9938943925060426
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,事件再次凸显了两岸之间的敏感与复杂性，以及对相关海域作业秩序与渔民安全的影响。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_18,66765f9ffb88ab4b048dd580,39,3,0.9999999972227941
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,台当局的行为激化了双方的紧张关系，而大陆方面的表态也明确了对保障渔民权益的决心和采取必要措施的意图。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_19,66765f9ffb88ab4b048dd580,50,4,0.24748887810917225
66765f9ffb88ab4b048dd580,https://mp.weixin.qq.com/s/bDAgRyiw7Q4lDYDkpDtdpA,国台办深夜下通牒，不到24小时，福建海警出手了，台当局作茧自缚,2024-06-15,这一事件可能对未来的两岸互动产生长远影响。,0,,1,1,1,1,66765f9ffb88ab4b048dd580_20,66765f9ffb88ab4b048dd580,21,1,0.9999999972593496
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,理解了，让我们扩展一下这篇文章，确保达到至少1200字以上的要求。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_0,66765f9ffb88ab4b048dd581,33,12,0.9999999925775325
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,大陆海警频繁执法金门等海域，台湾方面表示将驱逐大陆海警船近期，大陆海警在金门等海域频繁进行执法活动，引起了台湾方面的警惕和回应。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_1,66765f9ffb88ab4b048dd581,64,2,0.9999999978265871
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,据报道，大陆海警船进入金门周边海域，进行海上执法巡逻，包括检查渔船和加强对海域的管控。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_2,66765f9ffb88ab4b048dd581,43,2,0.9854356575963417
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,这一行动引发了台湾方面的强烈反应，表示将采取措施驱逐这些大陆海警船，以维护台湾的海域主权和安全。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_3,66765f9ffb88ab4b048dd581,48,3,0.9103495155283706
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,台湾行政机构负责人卓荣泰表态加强海上执法设备和人力资源面对大陆海警频繁执法的挑战，台湾行政机构负责人卓荣泰发表了相关讲话，表达了加强海上执法设备和人力资源的决心。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_4,66765f9ffb88ab4b048dd581,81,-1,0.024282473171387625
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,他指出，台湾将加大对海巡部门的支持力度，更新海上执法设备，提升海巡人员的执法能力和水平，以确保台湾海域的安全和稳定。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_5,66765f9ffb88ab4b048dd581,58,-1,0.5097902944492637
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,台湾方面的意图和措施卓荣泰明确表示，驱逐大陆海警船是为了维护台湾的海域主权和安全，防止外部势力对台湾海域的侵犯和挑衅。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_6,66765f9ffb88ab4b048dd581,59,3,0.5771785619752661
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,为了实现这一目标，台湾将加强海巡部门的人力资源，提供更先进的执法设备，并鼓励海巡人员坚守岗位，保卫台湾的海域安全。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_7,66765f9ffb88ab4b048dd581,57,-1,0.5365066477471215
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,卓荣泰还强调，政府将全力支持海巡部门的工作，确保他们能够有效履行执法职责。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_8,66765f9ffb88ab4b048dd581,37,3,0.2616954050669691
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,实际操作与挑战然而，面对实际操作中的挑战，台湾方面也面临一些困难和障碍。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_9,66765f9ffb88ab4b048dd581,36,1,0.9846420155602674
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,一方面，大陆海警船的吨位差距导致了实际驱逐的困难，这增加了台湾方面履行承诺的难度。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_10,66765f9ffb88ab4b048dd581,41,3,0.7629973342570997
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,另一方面，大陆海警船的执法模式也在不断扩展，包括进入所谓的“禁限制水域”，使得台湾方面需要更加谨慎和灵活地应对这一挑战。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_11,66765f9ffb88ab4b048dd581,60,6,0.9999999978517375
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,舆论宣传与实际控制权在舆论宣传方面，台湾媒体对驱逐大陆海警船的行动进行了大量报道和宣传，强调了这一举措对台湾海域安全的重要意义。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_12,66765f9ffb88ab4b048dd581,64,3,0.9424407438198799
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,然而，实际上，大陆海警船仍在执行执法任务，并未完全远离台湾海域。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_13,66765f9ffb88ab4b048dd581,32,3,0.9808697066271247
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,这导致台湾方面的声称成功驱逐的情况有些水分，实际控制权并未得到有效巩固。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_14,66765f9ffb88ab4b048dd581,36,1,0.9547196421275849
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,解放军军演和战略意义在这一背景下，大陆解放军也进行了一系列海上执法演练，展示了其执法能力和决心。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_15,66765f9ffb88ab4b048dd581,48,-1,0.19507531985677412
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,福建海警在关键海域进行执法演练，向外界展示了大陆对台海实际控制权不会动摇的决心，对台湾当局构成了一定的震慑和警示。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_16,66765f9ffb88ab4b048dd581,57,-1,0.1499043050065089
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,这一系列的军演也体现了大陆在海上安全领域的自信和实力。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_17,66765f9ffb88ab4b048dd581,27,3,0.9999999979082926
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,结语综合来看，大陆海警频繁执法金门等海域，台湾方面表示将驱逐大陆海警船的事件，体现了台海关系的复杂性和敏感性。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_18,66765f9ffb88ab4b048dd581,55,2,0.9999999977229447
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,双方在海域安全和主权问题上存在分歧和争议，需要通过对话和合作寻求解决方案。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_19,66765f9ffb88ab4b048dd581,37,3,0.7206121794019743
66765f9ffb88ab4b048dd581,https://mp.weixin.qq.com/s/OgbUHwc1krHE_cQi61inwA,台当局抓扣陆船话音刚落，我海警派出5艘船只，进入金马海域巡查,2024-06-14,同时，双方都应保持冷静和理性，避免局势进一步升级，维护台海地区的和平与稳定。,0, 翡翠之华庭,1,1,1,1,66765f9ffb88ab4b048dd581_20,66765f9ffb88ab4b048dd581,38,5,0.9999999969240541
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,时政丨热点丨军事丨为农这里，是龙牙正在爬的一座山。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_0,66765f9ffb88ab4b048dd583,25,0,0.9999974380089204
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,据《联合早报》报道，台“海洋委员会主任委员”管碧玲表示，陆籍男子声称要“投奔自由”不足为信，初步调查，他曾在解放军海军担任过艇长。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_1,66765f9ffb88ab4b048dd583,65,3,0.6513429702219814
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,这个管某人的话一向信口雌黄、颠三倒四，上一次厦门渔民事件中大家都已经领教过了，个人认为可信度不高，可能是为了甩锅挽尊编的瞎话。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_2,66765f9ffb88ab4b048dd583,63,-1,0.30123539501536145
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,另，台湾非法武装伪“国防部长”顾立雄表示不排除近日无人机闯入金门及这次快艇闯淡水河口事件，是大陆利用灰色地带测试台湾底线的作法，必须维持警觉。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_3,66765f9ffb88ab4b048dd583,71,-1,0.41757188633270786
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,但他不认为快艇事件构成台军第一击要件。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_4,66765f9ffb88ab4b048dd583,19,1,0.9999566051860154
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,总之，目前台非法武装及政权的调查处理结果如下：沙仑雷达操作员于淡水外海6浬即锁定该目标，将其误判为一般返港作业的台籍渔船，虽有通报淡水安全检查所人员，但未及时调派巡防艇前往拦截登检；八里安检所辨识该船为非台籍渔船后，也没在第一时间通报查缉，相关人员确有疏失，已依规定追究海巡署北部分署署长廖德圣，以及雷达操作员等10人的疏失责任，分别惩以申诫或记过。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_5,66765f9ffb88ab4b048dd583,175,6,0.6592678134051534
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,这个明显是在甩锅，强行找“责任人”顶包。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_6,66765f9ffb88ab4b048dd583,20,1,0.990512868228677
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,雷达操作员误判很正常，渔船不一定安装应答机/敌我识别装置，他没有理由认为那就是“敌船”，通报完了他的责任就结束了，每一艘“疑似”船只都派人去检查吗？不可能嘛。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_7,66765f9ffb88ab4b048dd583,79,1,0.972425056707428
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,八里安检所的责任更大一些，明明已经目视判定为非台籍船只，却迟迟没有派船去登临检查，确实该被追究责任。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_8,66765f9ffb88ab4b048dd583,50,-1,0.39480323333703116
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,但是为什么不派船去呢？最大的可能是检查力量不足、船只不够。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_9,66765f9ffb88ab4b048dd583,29,1,0.9999999970155569
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,整个过程梳理下来：1、台当局对该男子前往台湾的目的并不清楚，所谓“投奔自由”的说法，他们自己都不信；2、该男子身份并不清楚，“海军艇长”说法明显存在问题，我海军艇长起码是正营职军官，军队自2000年开始实行“自主择业”政策，投敌、叛变、判刑（5年以上）自动失去资格。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_10,66765f9ffb88ab4b048dd583,133,-1,0.2521226773846334
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,该男子是傻的么？该阮姓男子现年60岁左右，应该是生于1965年前后，如果真的是海军，18岁参军入伍、服役20年提升正营/副团起算，应该是2003年退役，符合自主择业条件，并于去年2023年转为退休待遇。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_11,66765f9ffb88ab4b048dd583,101,-1,0.026707510662114943
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,这时候叛逃投敌，是嫌退休生活不够安逸？一个月退休工资两万多，啥都不愁，儿孙满堂的时候叛逃了？  3、对于淡水河口重大安全隐患的排查并不充分，或者不便于明说。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_12,66765f9ffb88ab4b048dd583,78,6,0.9999999978517375
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,经查询实时传播位置，淡水河口航运相当繁忙，河道内部航道高达9条以上，河道宽度仅为1千米左右，船只密集度非常大。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_13,66765f9ffb88ab4b048dd583,55,-1,0.2845637917459372
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,在没有安装自动应答机/敌我识别装置的情况下，想要通过雷达判别是不是自己的船、是什么船，无异于痴人说梦。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_14,66765f9ffb88ab4b048dd583,51,1,0.9999999923987417
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,据台“海巡署”副署长谢庆钦下午记者会通报并公布这艘快艇雷达航迹图，称该船9日上午9时44分，驶近淡水河口6海里处，就被沙仑雷达侦测到这艘快艇光点。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_15,66765f9ffb88ab4b048dd583,73,-1,0.06798023037485933
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,但当时雷达上有57艘渔船光点，有关人员误以为台籍返航渔船；直至上午10时20分，八里守望哨通报称用目视望远镜看到，确定不是台籍渔船。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_16,66765f9ffb88ab4b048dd583,66,-1,0.059578950953485435
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,实际上该船是在进入淡水河后并于淡水渡船码头与交通船发生擦撞，交通船业者随即拨电向海巡署通报。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_17,66765f9ffb88ab4b048dd583,46,6,0.9999999978517375
66765f9ffb88ab4b048dd583,https://mp.weixin.qq.com/s/8tEskLQJEEIgZ9yVV0kv0w,“大陆男子开快艇抵达台湾本岛”可以透露出哪些问题？,2024-06-13,海巡署派员抵达现场，逮捕该名大陆籍男子并押返淡水渔港安检所，之后移送士林地检署侦办。,0,龙牙的一座山,1,1,1,1,66765f9ffb88ab4b048dd583_18,66765f9ffb88ab4b048dd583,42,6,0.40576960443096516
